"{'AddressedSafetyMessage': {'DestinationID': 431023528, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': False, 'Sequenceinteger': 0, 'Spare': False, 'Text': '<ISEWAN MARTIS>INFORMATION:THERE ARE SHALLOW WATER AND FISHING NET. NAVIGATE WITH CAUTION.', 'UserID': 4310403, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 4310403, 'MMSI_String': 4310403, 'ShipName': '', 'latitude': 34.458333333333336, 'longitude': 136.80633333333333, 'time_utc': '2024-12-10 21:41:32.907149184 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 431025281, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': False, 'Sequenceinteger': 0, 'Spare': False, 'Text': '<TOKYO MARTIS>WARNING. YOUR VESSEL IS APPROACHING TO THE SHORE,WATCH OUT!', 'UserID': 4310305, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 4310305, 'MMSI_String': 4310305, 'ShipName': '', 'latitude': 35.137795, 'longitude': 140.31888833333332, 'time_utc': '2024-12-10 21:41:35.994627616 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 431025281, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': False, 'Sequenceinteger': 0, 'Spare': False, 'Text': '<TOKYO MARTIS>WARNING. YOUR VESSEL IS APPROACHING TO THE SHORE,WATCH OUT!', 'UserID': 4310305, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 4310305, 'MMSI_String': 4310305, 'ShipName': '', 'latitude': 35.137795, 'longitude': 140.31888833333332, 'time_utc': '2024-12-10 21:41:36.044684151 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 431023528, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': True, 'Sequenceinteger': 0, 'Spare': False, 'Text': '<ISEWAN MARTIS>INFORMATION:THERE ARE SHALLOW WATER AND FISHING NET. NAVIGATE WITH CAUTION.', 'UserID': 4310403, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 4310403, 'MMSI_String': 4310403, 'ShipName': '', 'latitude': 34.458333333333336, 'longitude': 136.80633333333333, 'time_utc': '2024-12-10 21:41:37.316302455 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 431023528, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': True, 'Sequenceinteger': 0, 'Spare': False, 'Text': '<ISEWAN MARTIS>INFORMATION:THERE ARE SHALLOW WATER AND FISHING NET. NAVIGATE WITH CAUTION.', 'UserID': 4310403, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 4310403, 'MMSI_String': 4310403, 'ShipName': '', 'latitude': 34.458333333333336, 'longitude': 136.80633333333333, 'time_utc': '2024-12-10 21:41:37.395758787 +0000 UTC'}"
Message,MessageType,MetaData
